feature,shap_value,feature_value,stock,sample_idx
MACD_Signal,9.35906575379987e-05,7.907418359947528,BATBC,4
Returns_5d,8.864667412220123e-05,-0.0010298992629783,BATBC,4
SMA_100,8.48088355910543e-05,297.7173,BATBC,4
SMA_200,-0.001147643495750926,54.74065,BEXIMCO,0
SMA_50,0.0011206046085460795,65.7966,BEXIMCO,0
ATR_14,-0.0008285327443928391,1.9271428571428564,BEXIMCO,0
Returns_20d,-0.0006125558584130243,0.0566343042071195,BEXIMCO,0
SMA_10,0.0004226379031548423,71.12100000000001,BEXIMCO,0
Volatility_30d,0.0003918513609367821,0.2744527926384587,BEXIMCO,0
EMA_50,-0.00032637192422588506,66.76105895277685,BEXIMCO,0
SMA_100,-0.00023910914767279401,62.4664,BEXIMCO,0
Volume_Ratio,-0.00020806992206886675,0.9661664868897296,BEXIMCO,0
BB_Lower,-0.00019181815979685924,65.84771838597015,BEXIMCO,0
SMA_200,-0.001008101714080692,69.08850000000001,BEXIMCO,1
Volatility_30d,-0.0006969136198948596,0.3488206529205112,BEXIMCO,1
Volatility_60d,-0.0006283122309102909,0.3201289632455321,BEXIMCO,1
ATR_14,-0.0006097589270113056,1.851428571428571,BEXIMCO,1
EMA_50,-0.0004977358980053877,65.65504793797261,BEXIMCO,1
SMA_50,0.00041511176647014274,65.8564,BEXIMCO,1
Volume_Ratio,0.0004131060025175214,0.1810194694807529,BEXIMCO,1
BB_Position,0.0003941276857316444,0.9501846741827568,BEXIMCO,1
SMA_10,0.0002758418429031878,64.639,BEXIMCO,1
SMA_100,-0.0001966799457445904,69.59360000000001,BEXIMCO,1
SMA_10,-0.0009473012650365823,69.862,BEXIMCO,2
